"Year","Seed1","Score1","Team1","Team2","Score2","Seed2","ScoreDiff","Upset","ID","ADJOE_DIFF","ADJDE_DIFF","BARTHAG_DIFF","EFG_O_DIFF","EFG_D_DIFF","TOR_DIFF","TORD_DIFF","ORB_DIFF","DRB_DIFF","FTR_DIFF","FTRD_DIFF","X2P_O_DIFF","X2P_D_DIFF","X3P_O_DIFF","X3P_D_DIFF","ADJ_T_DIFF","WAB_DIFF"
2016,1,73,"Kansas","Connecticut",61,9,12,0,"Kansas-Connecticut",10.4,-3,0.093,4.2,0.6,1.5,0.3,3.6,-1.2,9,1.9,2.8,1.4,4.8,-0.1,3.2,10.4
2016,2,87,"Villanova","Iowa",68,7,19,0,"Villanova-Iowa",8.7,-4.9,0.085,4.8,-1.3,1.5,1.8,-3.7,-1.9,1.1,5,8.7,-4.6,-1.2,2.6,-3.1,6.9
2016,3,65,"Miami FL","Wichita St.",57,11,8,0,"Miami FL-Wichita St.",9.1,8.7,-0.012,5.3,3.6,1.8,-5.8,-1.6,5.9,3.3,-16.3,4,4.8,5.2,1.7,0.2,6.7
2016,13,60,"Hawaii","Maryland",73,5,-13,1,"Hawaii-Maryland",-8,-1.3,-0.089,-3.3,-1.6,-0.8,3.4,1.3,-3.5,8.4,13.2,-1.7,-0.7,-4,-2.1,3.5,-3.2
2016,1,69,"Oregon","Saint Joseph's",64,8,5,0,"Oregon-Saint Joseph's",4.2,-1.4,0.056,1.1,0.8,1.8,4.1,5.8,4.7,2.9,7,0.3,-3.1,1.7,5.1,-1.9,3.3
2016,2,85,"Oklahoma","VCU",81,10,4,0,"Oklahoma-VCU",6.1,-0.1,0.051,3.3,-2,2,-3.7,-2,2.8,0.8,-8.5,-1.9,-3.3,7,0,0.5,8.1
2016,3,92,"Texas A&M","Northern Iowa",88,11,4,0,"Texas A&M-Northern Iowa",3.3,-4.5,0.102,-2,-1.3,2.2,2.2,17.1,1.8,4,7.5,0,-3.3,-3.1,0.9,4.7,7.3
2016,4,71,"Duke","Yale",64,12,7,0,"Duke-Yale",12.1,3.3,0.091,1.5,2.8,-5.6,-0.4,-6.1,10.4,-1.1,-8,-0.4,3.4,2.5,1.3,1.9,4.3
2016,1,85,"North Carolina","Providence",66,9,19,0,"North Carolina-Providence",-1.5,-5.7,0.063,1.6,-1.9,-0.4,2.9,2.8,0.5,1,7.7,3.2,-2.1,-1.1,-1.1,5.9,3
2016,1,85,"North Carolina","Providence",66,9,19,0,"North Carolina-Providence",14.6,-0.5,0.134,4.6,-1.2,-0.7,-2.4,10.3,-0.3,-5,2.4,5.9,-5.2,0.6,3.9,2.4,5.2
2016,2,63,"Xavier","Wisconsin",66,7,-3,1,"Xavier-Wisconsin",8.2,0.8,0.072,2.9,-0.3,0.3,0.7,2.1,-1.7,3.7,0,3.2,3.8,1.4,-6.3,8.3,7.3
2016,14,75,"Stephen F. Austin","Notre Dame",76,6,-1,1,"Stephen F. Austin-Notre Dame",-8,-6.8,-0.003,0.8,0,2.4,11.1,0.8,-1.4,1.4,14.2,1.6,3.2,-0.5,-4.1,2.7,-3.5
2016,4,67,"Kentucky","Indiana",73,5,-6,1,"Kentucky-Indiana",1.9,-3.3,0.035,-5.2,-5.3,-3.4,-0.9,0.3,2.7,3.9,10.6,-3.2,-6.3,-5,-1.7,-1.3,1.8
2016,1,77,"Virginia","Butler",69,9,8,0,"Virginia-Butler",1.7,-7.6,0.07,2.2,-1.3,0.6,0.2,-2.3,-2.3,-7.2,-2.4,2.7,-2.8,1,0.9,-7.3,6.6
2016,15,50,"Middle Tennessee","Syracuse",75,10,-25,1,"Middle Tennessee-Syracuse",-8,5.9,-0.263,1.7,2.1,-1,-1,-4.8,-9.6,-0.5,14.4,0.6,-0.1,3.2,4,3,-2.9
2016,3,59,"Utah","Gonzaga",82,11,-23,1,"Utah-Gonzaga",-1.6,2.8,-0.043,-0.1,3.2,1.1,0.2,-2.9,1.8,3.5,-5.1,1.2,0.1,-1.5,6.8,-1.3,3.5
2016,4,78,"Iowa St.","Arkansas Little Rock",61,12,17,0,"Iowa St.-Arkansas Little Rock",13.8,1.9,0.143,5.2,3.9,0.1,-4.2,-0.5,0.6,-5.4,-13.4,7.8,3.8,0.5,2.6,8.5,1.5
2016,1,79,"Kansas","Maryland",63,5,16,0,"Kansas-Maryland",6,-5.9,0.082,0.5,-1.4,-1.1,2.1,3.1,-2,1.6,10.3,-3.1,-2.1,5.1,0.4,2.2,7.6
2016,2,92,"Villanova","Miami FL",69,3,23,0,"Villanova-Miami FL",3.7,-5.6,0.05,1.9,-1.6,-0.2,3.2,-1.9,-0.1,-6.6,0.9,4.2,-2.8,-1.3,-0.5,-0.3,2
2016,1,82,"Oregon","Duke",68,4,14,0,"Oregon-Duke",-2.8,-2.7,0.004,-1.4,-0.6,1.8,2.8,0.9,-4.2,-0.3,6.7,1.6,-2.8,-4.1,2.2,0.3,2.5
2016,2,77,"Oklahoma","Texas A&M",63,3,14,0,"Oklahoma-Texas A&M",5.2,1.9,0.02,3.1,-0.2,0.9,-3,-3.6,1.3,-5.1,-4,-3.1,-0.3,8.1,0.4,2.4,2.8
2016,1,101,"North Carolina","Indiana",86,5,15,0,"North Carolina-Indiana",2,-3.5,0.036,-6.1,-1.7,-4.2,-0.7,3.5,0.8,-1.6,0.2,-2.2,-4.4,-8.9,1.9,2.2,5.4
2016,7,56,"Wisconsin","Notre Dame",61,6,-5,1,"Wisconsin-Notre Dame",-9.5,-9.8,0.024,-5.5,-1.4,1.8,3.8,0.4,-4.4,5.1,7.6,-6.3,-1.7,-2.5,0.5,-1.4,-1.9
2016,1,84,"Virginia","Iowa St.",71,4,13,0,"Virginia-Iowa St.",-1.5,-7.6,0.044,-2.3,-1.4,-0.6,2,3.7,-4.9,6,8.5,-4.1,-3.2,1.6,1.2,-10.4,5
2016,10,63,"Syracuse","Gonzaga",60,11,3,0,"Syracuse-Gonzaga",-5.5,-0.9,-0.038,-5.2,2.5,1,5.3,1.4,9.3,1,-0.1,-7.1,3.7,-1.8,0.4,-2.7,-2.4
2016,1,59,"Kansas","Villanova",64,2,-5,1,"Kansas-Villanova",-2.2,-0.5,-0.004,-0.4,-1.6,1.5,-2.1,4,-1.5,4.5,7.3,-4.7,-0.7,5.1,-1.4,3.4,2.7
2016,1,68,"Oregon","Oklahoma",80,2,-12,1,"Oregon-Oklahoma",0.2,2.1,-0.016,-2,1.7,-2.2,2.5,2.9,0,7.3,3.7,4.4,0.8,-7.8,2.5,-1.8,-1.3
2016,1,88,"North Carolina","Notre Dame",74,6,14,0,"North Carolina-Notre Dame",5,-8.4,0.126,-1.4,-1.4,0.1,3.4,8,-2.1,-0.6,4.4,1,-1.9,-4.7,-0.7,6.2,6.3
2016,1,62,"Virginia","Syracuse",68,10,-6,1,"Virginia-Syracuse",8,-2.6,0.074,4.8,1.1,-3,-1.6,-3.6,-10.1,-3.3,5.4,5.4,-1.8,4.3,4,-3.6,8.9
2016,2,95,"Villanova","Oklahoma",51,2,44,0,"Villanova-Oklahoma",4.9,-3.2,0.038,1.8,-0.5,-2,2.9,-3,-1.1,1.1,1.7,9.2,-1.2,-6,0.2,-4.1,0.9
2016,1,83,"North Carolina","Syracuse",66,10,17,0,"North Carolina-Syracuse",11.4,1.3,0.067,2.6,0.8,-2.7,-2.2,7.2,-5.3,-3.1,2.4,6.7,-3.5,-3.3,5.5,6.2,8.9
2016,2,77,"Villanova","North Carolina",74,1,3,0,"Villanova-North Carolina",-0.2,-4,0.017,3.5,-1.4,0.9,2.4,-12.5,-0.6,1.8,-0.4,3.5,-0.5,3.5,-2.3,-5,0.3
2017,1,76,"Villanova","Mount St. Mary's",56,16,20,0,"Villanova-Mount St. Mary's",23.3,-9.3,0.546,6.5,-1.8,-2.1,-1.6,7.1,-7,2.6,-10.5,9.8,-0.4,1.1,-3,-2.7,19
2017,2,87,"Duke","Troy",65,15,22,0,"Duke-Troy",13.3,-11,0.384,3.2,-2.7,-1.5,-0.3,0.9,0,-0.8,-1.6,2.6,-0.6,2.8,-4.8,0.3,16.7
2017,3,91,"Baylor","New Mexico St.",73,14,18,0,"Baylor-New Mexico St.",7,-8.6,0.244,-0.2,-1.8,1.1,-2,4.2,0.9,-9.4,-5.1,-2,-4.1,1.8,1.9,-4,8.1
2017,4,80,"Florida","East Tennessee St.",65,13,15,0,"Florida-East Tennessee St.",9.3,-8.2,0.198,-4.2,-2.9,-3.9,-1,2,2.1,-2.6,-4.2,-4.7,0,-2.3,-4.9,-1.3,7.1
2017,5,76,"Virginia","UNC Wilmington",71,12,5,0,"Virginia-UNC Wilmington",-5.9,-18.1,0.16,-2.6,-7.1,1.7,0.6,-4.2,-4,-4.8,-5.8,-6,-9.1,2.4,-2.3,-11.2,3.5
2017,6,65,"SMU","USC",66,11,-1,1,"SMU-USC",6.7,-6.5,0.146,2.4,-4.1,1.2,0.4,6.2,-5,-0.8,0.6,0,-3.1,4.4,-4.7,-5.3,5.1
2017,7,93,"South Carolina","Marquette",73,10,20,0,"South Carolina-Marquette",-13.1,-12.8,0.02,-10.2,-6.7,1.1,6,6.9,2.4,9.2,8.8,-6.8,-5.2,-9.5,-6.2,-1.9,1.1
2017,8,84,"Wisconsin","Virginia Tech",74,9,10,0,"Wisconsin-Virginia Tech",-3.9,-10.5,0.085,-4.8,-3.5,-0.2,3,12.5,-4.6,-8,0.7,-3.5,-5.9,-4.4,1.3,-5.6,1.8
2017,1,66,"Gonzaga","South Dakota St.",46,16,20,0,"Gonzaga-South Dakota St.",9.6,-23.4,0.512,3.4,-12.7,-2.2,0.9,2.9,-2.7,-0.9,-0.2,3.6,-12.4,2.4,-7.9,3,17.5
2017,2,100,"Arizona","North Dakota",82,15,18,0,"Arizona-North Dakota",14.5,-7.1,0.404,0.3,-3,-1.7,-2.2,7.2,-1.8,4.4,-11.1,0.1,-1.6,0.3,-3.8,-5.4,13.2
2017,3,86,"Florida St.","Florida Gulf Coast",80,14,6,0,"Florida St.-Florida Gulf Coast",7.6,-8.2,0.284,-0.2,-1.4,-1.5,2.1,0,0.2,4.6,1.4,-1,-5.6,1,3.9,5.6,7.6
2017,4,86,"West Virginia","Bucknell",80,13,6,0,"West Virginia-Bucknell",7.1,-9.8,0.215,-4,0.8,-1.9,7.9,11.1,4,1.7,9.4,-4.5,0,-1.7,1.1,0.8,8.5
2017,5,60,"Notre Dame","Princeton",58,12,2,0,"Notre Dame-Princeton",11.7,1,0.122,0.4,0.4,-1.2,-1.5,3.2,6.1,4.2,-5.3,0.4,1.3,0.8,-0.7,4.1,6.3
2017,6,65,"Maryland","Xavier",76,11,-11,1,"Maryland-Xavier",-2.2,0,-0.026,0.5,-4.1,0.6,0.5,-4.1,6.8,-2.6,-0.8,-1,-6.9,1.8,0.8,0.2,2.1
2017,7,85,"Saint Mary's","VCU",77,10,8,0,"Saint Mary's-VCU",9.9,-2.1,0.135,6.8,-2.2,-0.3,-5.7,1.8,-5.6,-8.6,-14.3,5.4,-0.6,6.3,-3.8,-8.9,2.6
2017,8,68,"Northwestern","Vanderbilt",66,9,2,0,"Northwestern-Vanderbilt",-1.3,1.4,-0.033,-2.4,-2,-2.2,1.8,6,3.6,-4.3,5.4,0.7,-2.8,-3.4,-0.5,-0.1,1.9
2017,1,100,"Kansas","UC Davis",62,16,38,0,"Kansas-UC Davis",24.1,-6.3,0.544,7.7,-0.6,-2.7,-1,5,1.4,-4.8,-3.1,6.7,-3.2,5.9,3,1.1,18.5
2017,2,78,"Louisville","Jacksonville St.",63,15,15,0,"Louisville-Jacksonville St.",13.2,-12.7,0.442,-1.2,-3.7,-4.7,3,5.5,0,0.6,4.4,-0.3,-0.3,-1.7,-6.2,4.4,14.9
2017,3,93,"Oregon","Iona",77,14,16,0,"Oregon-Iona",8.5,-12.2,0.344,2.1,-3.6,0.6,1.3,5.4,-2.6,3.4,-7.1,5.2,-1.6,-1.7,-4.9,-3.3,11.8
2017,4,80,"Purdue","Vermont",70,13,10,0,"Purdue-Vermont",6.6,-5.1,0.143,0.4,-0.9,1.3,-3,1,-2.7,-1,-3.6,-2.8,-0.3,3.6,-1.7,4.6,4.9
2017,5,84,"Iowa St.","Nevada",73,12,11,0,"Iowa St.-Nevada",6.3,-4.5,0.124,2.5,0.7,-1.4,3.6,-4.7,5.3,-13.7,-2.6,2.6,-1.8,1.8,3.6,-1.4,4.8
2017,6,72,"Creighton","Rhode Island",84,11,-12,1,"Creighton-Rhode Island",3.4,1.1,0.021,6.8,4.9,0.7,-0.1,-8.6,-0.1,-11.3,-15.7,5.2,4.8,6.5,3.5,5,3.9
2017,7,92,"Michigan","Oklahoma St.",91,10,1,0,"Michigan-Oklahoma St.",-3.5,-4.7,0.014,3,-1.3,-4,-0.8,-13.6,-1.9,-7.3,-18.2,5.9,-2.4,-1.8,1.4,-8.9,0.5
2017,8,58,"Miami FL","Michigan St.",78,9,-20,1,"Miami FL-Michigan St.",-0.8,-1.8,0.014,-3,0.9,-1,2.4,4.2,0.9,0.8,-6,-3.1,2.5,-1.7,-1.6,-3.5,2.5
2017,1,103,"North Carolina","Texas Southern",64,16,39,0,"North Carolina-Texas Southern",20.4,-15,0.618,3.6,-1,-0.4,-0.6,9.6,-9.9,-10,-0.7,1,-3,5.9,1.4,2.8,12.8
2017,2,79,"Kentucky","Northern Kentucky",70,15,9,0,"Kentucky-Northern Kentucky",12.8,-12.8,0.415,0.5,-2.2,-3.1,2.2,2.3,1.3,4.4,3,1.3,-1.9,-0.4,-1.8,4.4,13.9
2017,3,97,"UCLA","Kent St.",80,14,17,0,"UCLA-Kent St.",18.7,-3.3,0.385,11.6,-1.4,-2.8,-3.2,-9,-1.2,-5.7,-8.9,10.6,-3.2,8.9,1.2,5.1,13.8
2017,4,76,"Butler","Winthrop",64,13,12,0,"Butler-Winthrop",12.4,-4.4,0.293,1.1,4.1,-2.8,1,0.9,-1.4,-1.1,2.5,3.6,5.4,-1.3,1.2,-5.1,7.3
2017,5,72,"Minnesota","Middle Tennessee",81,12,-9,1,"Minnesota-Middle Tennessee",-1.9,-3.7,0.033,-5.4,-2.8,0.5,-2.2,-0.4,6.4,9.6,-9,-6.1,-2.6,-2.6,-1.9,5.1,1.7
2017,6,75,"Cincinnati","Kansas St.",61,11,14,0,"Cincinnati-Kansas St.",3,-2.1,0.047,-0.7,-4.4,-3.8,-1.9,6,-2.9,-8.6,-4.3,0.3,-4.1,-1.7,-3.8,-1.8,3.9
2017,7,58,"Dayton","Wichita St.",64,10,-6,1,"Dayton-Wichita St.",-5.6,4.8,-0.107,-0.6,3.9,0.7,1.6,-8.6,3.2,3,0.1,0.3,5.2,-1.8,1.1,-0.4,-2.6
2017,8,77,"Arkansas","Seton Hall",71,9,6,0,"Arkansas-Seton Hall",6,4.2,0.016,1.5,-1.2,-2.9,1,-3.8,8.8,0.5,3,0.4,-1.3,2.7,-0.9,2.1,1.2
2017,1,62,"Villanova","Wisconsin",65,8,-3,1,"Villanova-Wisconsin",7.7,0.5,0.036,5.4,0.6,0.1,0.6,-5.7,1.9,2.1,-5.9,8.1,6,1,-6.5,1.2,6
2017,2,81,"Duke","South Carolina",88,7,-7,1,"Duke-South Carolina",13.4,6.6,0.035,7.5,1.9,-2.1,-7,-2.3,-1.8,-0.9,-13.3,7.6,3.5,4.5,-1.3,0.1,6.9
2017,3,82,"Baylor","USC",78,11,4,0,"Baylor-USC",3.1,-6.7,0.126,0.3,-4,4.9,-0.8,8.8,-2,-2.9,6.1,1.2,-2.2,-0.9,-4.6,-5,6.6
2017,4,65,"Florida","Virginia",39,5,26,0,"Florida-Virginia",4.8,2,0.01,-0.8,-0.3,1.3,0.3,3.8,5,14.2,0.2,0.6,0.6,-2.6,-1.2,9.9,1.4
2017,1,79,"Gonzaga","Northwestern",73,8,6,0,"Gonzaga-Northwestern",6.6,-8.9,0.116,6.9,-5,0.2,-0.8,-0.8,-4.4,8.5,-9.2,7.5,-4,4,-4.3,4.6,5.7
2017,2,69,"Arizona","Saint Mary's",60,7,9,0,"Arizona-Saint Mary's",-0.4,1.8,-0.018,-4.1,2.4,-0.9,2.1,0.1,4.1,12.7,2,-5.4,3,-0.4,1,5.9,4
2017,3,66,"Florida St.","Xavier",91,11,-25,1,"Florida St.-Xavier",-0.2,-2.7,0.03,1.8,-3.7,-2,2,-0.7,4.3,-2.7,3.9,2.4,-7.1,0.2,1.5,4.4,4.3
2017,4,83,"West Virginia","Notre Dame",71,5,12,0,"West Virginia-Notre Dame",-3.9,-7.1,0.029,-2.3,-0.3,3,8.9,10.6,1.1,10.3,15.8,-1.1,-1.7,-2.2,1.5,3.9,0.5
2017,1,90,"Kansas","Michigan St.",70,9,20,0,"Kansas-Michigan St.",9.9,-0.4,0.081,2.1,1.4,-2.9,2.7,4.9,2.4,2.5,-4.7,0.7,1.2,3.1,1,3.3,10.6
2017,2,69,"Louisville","Michigan",73,7,-4,1,"Louisville-Michigan",-5.6,-9.2,0.022,-4,-3.2,3.7,8.3,5.7,3.9,11.6,12.2,-2.6,-4.2,-4.6,-0.8,2.3,2.8
2017,2,69,"Louisville","Michigan",73,7,-4,1,"Louisville-Michigan",-5.7,-6.1,0.01,-5.6,-6.2,1.8,0.1,12,-1.5,3.9,11.6,-5.8,-5.2,-3,-6.2,5.4,3.1
2017,3,75,"Oregon","Rhode Island",72,11,3,0,"Oregon-Rhode Island",6.7,-0.3,0.06,4.7,1.4,0.7,-0.1,-0.4,-0.2,-4.8,-18.7,3.3,0.7,4.7,1.7,0.7,5.6
2017,4,80,"Purdue","Iowa St.",76,5,4,0,"Purdue-Iowa St.",-3.4,-3.1,0.003,0.7,-1.3,4.2,-2.9,5.1,-7.2,5.7,-2.7,0.9,-0.9,0.3,-1.4,0.8,-0.9
2017,1,72,"North Carolina","Arkansas",65,8,7,0,"North Carolina-Arkansas",6.4,-3.5,0.081,1.6,-2.9,1.3,-4.6,4.3,-3.4,-2.1,-1,2.1,-0.6,0.9,-5.2,0,2.6
2017,1,72,"North Carolina","Arkansas",65,8,7,0,"North Carolina-Arkansas",6.1,-8.3,0.128,0.3,0.3,-0.4,0.1,9.4,-9.2,-3.8,-7.5,1,-0.4,-1,0.7,1.8,4.5
2017,2,65,"Kentucky","Wichita St.",62,10,3,0,"Kentucky-Wichita St.",1.1,-0.9,0.011,-1.3,3.7,-0.5,-0.1,-0.7,3.5,0.5,-1.6,2.2,6.3,-4.9,-0.6,3.7,4.9
2017,3,79,"UCLA","Cincinnati",67,6,12,0,"UCLA-Cincinnati",7.6,7.5,-0.012,7.8,3.5,-0.2,-4.4,-6.4,-0.8,-5.7,-3.7,7,3.9,6.1,2.1,9.2,1
2017,4,74,"Butler","Middle Tennessee",65,12,9,0,"Butler-Middle Tennessee",6.5,0.3,0.07,0.5,2.9,-0.6,-0.2,-2.9,3.2,7.1,-1.2,0.9,4.2,-0.3,0.5,1.4,3.5
2017,8,83,"Wisconsin","Florida",84,4,-1,1,"Wisconsin-Florida",-2.1,3.1,-0.032,0.5,1.7,0.1,-1.5,3.8,-3.6,-7.3,-6,0.8,-2.6,0,7.1,-5.8,-1.3
2017,7,70,"South Carolina","Baylor",50,3,20,0,"South Carolina-Baylor",-7.7,-4.9,-0.014,-5.2,-0.6,-2.2,7.2,-5.8,2.2,6.3,14.4,-6.3,0.4,-1.9,-1.6,4.5,-6.2
2017,1,61,"Gonzaga","West Virginia",58,4,3,0,"Gonzaga-West Virginia",2.4,-3,0.023,5.3,-7.7,-0.8,-10.5,-7.9,-5.7,0.1,-15.6,6.5,-6.5,2,-6.3,-0.7,1.3
2017,2,71,"Arizona","Xavier",73,11,-2,1,"Arizona-Xavier",1.8,-8.2,0.065,0.2,-4.9,-1.6,1.8,3.2,-4.9,8.6,4,-0.4,-6.2,0.9,-1.1,1.2,7.7
2017,2,71,"Arizona","Xavier",73,11,-2,1,"Arizona-Xavier",2,-2.3,0.044,1.8,-3.9,-1.8,-0.1,-1.3,0.5,-0.6,-4.8,-0.5,-4.1,4.5,-2.4,-1.3,6.3
2017,1,98,"Kansas","Purdue",66,4,32,0,"Kansas-Purdue",4.9,1.4,0.018,0.4,0.4,-0.7,2,3.3,5.3,2.7,7.1,0.9,-1.3,0.1,2.4,1,5.4
2017,7,68,"Michigan","Oregon",69,3,-1,1,"Michigan-Oregon",5.5,3.8,0.004,1.5,5.5,-2.9,0.2,-7.7,0.5,-4.3,0.9,1.8,3.9,0.5,6.6,-4.4,-2.2
2017,1,92,"North Carolina","Butler",80,4,12,0,"North Carolina-Butler",3.3,-5.4,0.058,-2.9,-2.7,1.2,-1,14.1,-2,-2.8,-5.4,-3.5,-5,-1.1,0.6,5.6,2.9
2017,2,86,"Kentucky","UCLA",75,3,11,0,"Kentucky-UCLA",-4.5,-8.3,0.034,-6.9,-1.2,0.6,3.4,4.4,-0.9,14.1,8.1,-6.2,3,-5.3,-5.9,-0.9,2.4
2017,4,70,"Florida","South Carolina",77,7,-7,1,"Florida-South Carolina",7.9,-0.1,0.049,4.3,0.3,-1.5,-3.3,-1.9,-2.1,0,-10.5,4.4,0.3,2.5,-0.1,0.6,4.7
2017,1,83,"Gonzaga","Xavier",59,11,24,0,"Gonzaga-Xavier",2.2,-11.6,0.102,4.7,-10.5,-2.2,-0.4,-4.5,0.7,-2.1,-6.5,4.3,-12.5,3.7,-4.4,3.1,6.1
2017,1,60,"Kansas","Oregon",74,3,-14,1,"Kansas-Oregon",3.7,0.7,0.015,0.6,1.7,0.5,-0.7,1.7,0.2,1.6,3.7,-0.9,-0.8,2.4,4.4,3,5
2017,1,75,"North Carolina","Kentucky",73,2,2,0,"North Carolina-Kentucky",2.7,0.2,0.01,-1.2,0.6,0.5,-0.6,7.8,-2.7,-6.6,-1.9,-1.9,-2,0.2,3.3,-0.9,-0.6
2017,7,73,"South Carolina","Gonzaga",77,1,-4,1,"South Carolina-Gonzaga",-9.1,2.7,-0.064,-9.3,4.4,2.2,7.2,4,5.4,1.2,17.6,-10.4,5.4,-4.8,1.6,-1.9,-6
2017,3,76,"Oregon","North Carolina",77,1,-1,1,"Oregon-North Carolina",-3.2,2.3,-0.029,3.8,-1.7,0.9,0.7,-8.9,4.5,0.1,-5.3,3.5,-0.2,2.5,-2.7,-4.4,-2.4
2017,1,65,"Gonzaga","North Carolina",71,1,-6,1,"Gonzaga-North Carolina",-3.2,-5.2,0.011,4.9,-7,0,-1.5,-11.3,1.2,4.7,-4.7,5.3,-6.3,2.7,-4.9,-1.3,-0.7
2018,1,54,"Virginia","UMBC",74,16,-20,1,"Virginia-UMBC",12.5,-15.5,0.465,0.5,-7.3,-3.2,0.2,1.1,-2.7,-5.7,-4.6,2,-8.2,0.1,-4,-8.8,16.2
2018,2,68,"Cincinnati","Georgia St.",53,15,15,0,"Cincinnati-Georgia St.",2.8,-13.8,0.252,-2.7,-3.8,0.3,1,12.9,-5.2,5.1,-11.8,-0.7,-2.6,-3.4,-2.9,-1.5,11
2018,3,73,"Tennessee","Wright St.",47,14,26,0,"Tennessee-Wright St.",14.8,-5.2,0.359,2.2,-1.6,-0.7,-0.6,4.7,5.8,0.2,7.7,-0.4,0.3,4.5,-2.9,-2.2,9.9
2018,4,68,"Arizona","Buffalo",89,13,-21,1,"Arizona-Buffalo",2.5,-2.3,0.077,1.5,1.1,1,-1.4,1.3,-4,7,-8.3,2.4,-0.7,-0.2,2.7,-5.5,5.1
2018,5,78,"Kentucky","Davidson",73,12,5,0,"Kentucky-Davidson",-1.2,-6.7,0.077,-5.6,-4.4,4.1,0.6,13.1,7.6,19.4,2.7,-5.3,-2.3,-3.2,-4.9,4.5,7.2
2018,6,62,"Miami FL","Loyola Chicago",64,11,-2,1,"Miami FL-Loyola Chicago",2.8,1.2,0.018,-4.6,1.6,-2.3,-0.6,7,2.3,-3.1,2.9,-4.4,1.7,-3.4,0.8,1.8,0.7
2018,7,87,"Nevada","Texas",83,10,4,0,"Nevada-Texas",9.6,8.8,-0.009,4.8,1.1,-3.5,0,-2.7,0.2,3.3,3.9,0.9,3.2,7.2,-1.5,4.1,1.1
2018,8,59,"Creighton","Kansas St.",69,9,-10,1,"Creighton-Kansas St.",6.6,3.7,0.025,4.8,1,-1.6,-5.8,-3.4,-7.3,-7.3,-12,5.3,1.1,3.1,0.6,5.8,-0.5
2018,1,102,"Xavier","Texas Southern",83,16,19,0,"Xavier-Texas Southern",16.8,-14.7,0.628,5.4,-1.3,0,-0.5,1.7,-9.4,-1.9,-5.6,7.4,0.4,1.3,-3.2,-0.9,19.7
2018,2,84,"North Carolina","Lipscomb",66,15,18,0,"North Carolina-Lipscomb",17.5,-4.7,0.387,0.5,-1.9,-3.3,-3.6,10,1.2,-12.6,-12.4,-2.2,-7.5,3.2,4.2,-3.3,10.3
2018,3,61,"Michigan","Montana",47,14,14,0,"Michigan-Montana",7.7,-8,0.219,2.7,-0.7,-3.4,-1.7,-8,-1.2,-7.6,-11.4,3.3,0.5,1.5,-2,-3.2,8
2018,3,61,"Michigan","Montana",47,14,14,0,"Michigan-Montana",8.4,-17.6,0.385,-4.5,-6,-3.4,-1.2,-2.7,-0.1,-4.1,-13.2,-3.8,-5,-3.6,-5.3,-2.1,12.4
2018,4,68,"Gonzaga","UNC Greensboro",64,13,4,0,"Gonzaga-UNC Greensboro",13.8,-0.3,0.198,5.3,-0.4,-3.7,-4,-0.7,-0.8,6.1,-10.1,7.1,-3.2,1.8,3.1,4.3,6.5
2018,5,81,"Ohio St.","South Dakota St.",73,12,8,0,"Ohio St.-South Dakota St.",2.8,-6.1,0.116,-0.2,-1.3,3.1,3.7,5.6,1.9,-4.3,3.9,4,-3.7,-4,1.5,-3.3,3.9
2018,6,67,"Houston","San Diego St.",65,11,2,0,"Houston-San Diego St.",4.6,-1,0.061,1.6,-3.1,0.5,0.1,2.2,0.8,-2.5,12,-1.5,-4,4.6,-0.9,-0.6,3.9
2018,7,73,"Texas A&M","Providence",69,10,4,0,"Texas A&M-Providence",2.8,-1.2,0.061,1.8,-3.4,1.8,-3.7,5,-1.7,-6.6,-4.2,3,-5.8,-0.3,0.4,2,0
2018,8,54,"Missouri","Florida St.",67,9,-13,1,"Missouri-Florida St.",-2.2,-0.4,-0.021,0.9,-1.7,3,-3.4,-2,-1.9,1.3,-2.1,-3.3,0,4,-2.8,-5.7,-0.5
2018,1,87,"Villanova","Radford",61,16,26,0,"Villanova-Radford",27.1,-8.7,0.517,10.2,-1.6,-3.7,-2,-2.4,-0.9,-1.8,-5,11.9,0.1,5.1,-2.9,5.4,17.1
2018,2,74,"Purdue","Cal St. Fullerton",48,15,26,0,"Purdue-Cal St. Fullerton",21.6,-6.8,0.472,6.1,-1.2,-4.9,-0.5,2,-0.9,-10,-11,2.1,0.5,8.2,-3.2,-2,13.1
2018,3,70,"Texas Tech","Stephen F. Austin",60,14,10,0,"Texas Tech-Stephen F. Austin",8.9,-5.6,0.234,-1.1,-3.3,-2.9,-4.2,0.9,0.2,-1.2,-12.3,-0.6,-2.3,-1.5,-3.3,-4.5,6.5
2018,4,75,"Wichita St.","Marshall",81,13,-6,1,"Wichita St.-Marshall",12.1,0.2,0.204,0.4,-0.5,-0.7,-2.1,13,-9.7,1.7,4.3,-1.7,-2.7,2.2,1.3,-5.8,5.9
2018,5,85,"West Virginia","Murray St.",68,12,17,0,"West Virginia-Murray St.",10.3,-5,0.19,-4.6,2.7,-1.1,5.3,4.1,2.5,-6,13.6,-5.6,-2.2,-1.9,7.1,3.4,5
2018,6,77,"Florida","St. Bonaventure",62,11,15,0,"Florida-St. Bonaventure",5.6,-5.8,0.165,-0.8,-0.3,-2,-0.4,-0.6,1.4,-7.9,-6,-0.9,-3.1,-1.6,3.2,-1.9,0
