"Year","Seed1","Score1","Team1","Team2","Score2","Seed2","ScoreDiff","Upset","ID","ADJOE_DIFF","ADJDE_DIFF","BARTHAG_DIFF","EFG_O_DIFF","EFG_D_DIFF","TOR_DIFF","TORD_DIFF","ORB_DIFF","DRB_DIFF","FTR_DIFF","FTRD_DIFF","X2P_O_DIFF","X2P_D_DIFF","X3P_O_DIFF","X3P_D_DIFF","ADJ_T_DIFF","WAB_DIFF"
2014,14,63,"Mercer","Tennessee",83,11,-20,1,"Mercer-Tennessee",-8.5,8.4,-0.238,4.2,0.3,0.7,2.1,-7.7,3.6,-4.5,9.5,1,2.4,6.9,-3.5,2.1,-3.2
2014,4,66,"Louisville","Saint Louis",51,5,15,0,"Louisville-Saint Louis",13.9,-2.8,0.123,3.9,-0.5,-3.3,4,8.3,3.7,0.9,2.8,2.2,-0.1,5.1,-1,1.3,1.5
2014,1,79,"Florida","UCLA",68,4,11,0,"Florida-UCLA",-3.1,-8.2,0.041,-1.9,-4.5,3,1,5.5,-0.6,4.2,-4.5,-1.7,-5.1,-2.1,-1.4,-7.1,7.2
2014,10,72,"Stanford","Dayton",82,11,-10,1,"Stanford-Dayton",-1.3,-2.6,0.025,-1.1,-0.8,-1.1,-1.8,-4.6,-0.7,4.4,-6,-0.5,-2.5,-1.3,1.7,1.8,0.5
2014,1,59,"Virginia","Michigan St.",61,4,-2,1,"Virginia-Michigan St.",-5,-5.8,0.013,-3.7,-1.6,-0.9,0.7,1,-1.7,8.3,-7.8,-3.1,-1.4,-2.3,-0.9,-5,1.3
2014,1,59,"Virginia","Michigan St.",61,4,-2,1,"Virginia-Michigan St.",-4.2,-8.5,0.032,-2.6,-2.6,-1.8,1.4,0.8,-2.8,2.2,-10.4,-1.1,-3.7,-3.3,-0.7,-5.5,7
2014,7,81,"Connecticut","Iowa St.",76,3,5,0,"Connecticut-Iowa St.",-6.1,-7.5,0.027,-2.7,-3.1,2.8,3.7,1.6,4.3,1.9,5,-6.3,-3.8,2.9,-1.1,-6.8,-2.8
2014,1,70,"Arizona","San Diego St.",64,4,6,0,"Arizona-San Diego St.",6.8,-3.3,0.068,5,-2.1,0.5,-1.5,0.3,-2.1,-4.1,1.8,5.6,-3.3,2.2,1.2,0.3,3.4
2014,2,69,"Wisconsin","Baylor",52,6,17,0,"Wisconsin-Baylor",3.5,-3.6,0.056,2,-1.5,-5.1,-0.5,-12,-4.6,-2.1,-5.2,3,-0.5,-0.4,-1.5,1,4.8
2014,8,74,"Kentucky","Louisville",69,4,5,0,"Kentucky-Louisville",-1.6,8.6,-0.065,-3.6,2.1,2.8,-8.9,4.9,-3,10.6,-1.6,-2.7,0.6,-3.6,3.6,-2.9,-1.4
2014,2,73,"Michigan","Tennessee",71,11,2,0,"Michigan-Tennessee",6.9,6.5,-0.008,5.9,2.9,-2,0.2,-10.3,3,-6.9,-4.8,2.1,5.7,8.3,-2.7,-0.5,7.3
2014,1,62,"Florida","Dayton",52,11,10,0,"Florida-Dayton",2.9,-10.7,0.139,-0.2,-3.4,-0.6,2.5,1.4,-0.8,1.8,-11.8,0.9,-4.8,-1.8,-0.2,-2.3,11.1
2014,4,54,"Michigan St.","Connecticut",60,7,-6,1,"Michigan St.-Connecticut",7.1,4,0.015,3,1.2,0.1,-1.9,2.5,-5.3,-4.6,4.6,4,1.3,0.5,0.2,1.4,2.2
2014,1,63,"Arizona","Wisconsin",64,2,-1,1,"Arizona-Wisconsin",-6.5,-8.5,0.019,-1.6,-4.9,3,3.8,8.3,-0.1,-1.7,7.1,-0.6,-5.7,-1.2,-2.1,0.4,1.5
2014,8,75,"Kentucky","Michigan",72,2,3,0,"Kentucky-Michigan",-7.8,-3.7,-0.023,-5.8,-3.4,3.3,-1,12.6,-0.8,16.9,10.1,-2.7,-5.3,-7,0.4,3.3,-3.8
2014,1,53,"Florida","Connecticut",63,7,-10,1,"Florida-Connecticut",3.4,-2.9,0.04,0.7,0.8,0.2,1.7,4.9,-4.8,4.1,-4.5,3.2,1.3,-2.8,0,-1.7,7
2014,2,73,"Wisconsin","Kentucky",74,8,-1,1,"Wisconsin-Kentucky",5.5,-0.3,0.038,3.4,1.2,-5.4,-0.8,-13.9,-2.3,-9.1,-9.7,1.3,1,4.4,1.9,-2,4
2014,7,60,"Connecticut","Kentucky",54,8,6,0,"Connecticut-Kentucky",-4.7,-4.9,0.011,1.6,-1.4,-0.8,3.5,-11.6,3.1,-13.5,-1.1,-1.9,-2.7,5.5,0.8,-1.1,0.8
2015,1,79,"Kentucky","Hampton",56,16,23,0,"Kentucky-Hampton",25.5,-18.3,0.69,5.9,-6.8,-3.9,1.2,7.7,0.9,0.1,-13.8,5.6,-5.4,4.5,-6.8,-6.1,25.7
2015,2,75,"Kansas","New Mexico St.",56,15,19,0,"Kansas-New Mexico St.",9.7,-7.5,0.269,-1.2,-1.8,-2.6,-3.1,-4.4,0.6,-1.7,1.3,-2.9,-3,1.7,0.7,3.2,13.5
2015,3,69,"Notre Dame","Northeastern",65,14,4,0,"Notre Dame-Northeastern",18.3,-2.4,0.282,3.8,-1.9,-7,1.8,-2.2,6.9,-4.7,-0.9,5.2,-1.7,0.4,-1.8,0.3,13.2
2015,4,65,"Maryland","Valparaiso",62,13,3,0,"Maryland-Valparaiso",5.2,-0.5,0.091,-0.1,0.3,-0.1,-1.4,-5.8,3.1,7.9,-5.3,0,1.8,-0.8,-1.6,1.4,6.8
2015,5,68,"West Virginia","Buffalo",62,12,6,0,"West Virginia-Buffalo",1.2,-4.7,0.099,-2.6,4.2,2,8.3,5.6,0.7,-2.2,21.2,-2.1,3.8,-2.5,3.5,-0.3,5.4
2015,6,56,"Butler","Texas",48,11,8,0,"Butler-Texas",-1.8,-2.1,0.007,-0.7,4.6,-3.1,5.5,-3.2,-3.3,4.2,-1.4,-2,9.4,1.8,-4,1.1,2.6
2015,7,81,"Wichita St.","Indiana",76,10,5,0,"Wichita St.-Indiana",-5.2,-11.5,0.08,-4.1,-4.5,-2.2,5.4,-0.8,-4.1,3.5,3.8,-1.3,-8.3,-5.2,2.8,-4.6,4.5
2015,8,66,"Cincinnati","Purdue",65,9,1,0,"Cincinnati-Purdue",-4,-1.6,-0.027,-0.8,-1.3,1.1,2.3,0.8,1.4,-4.6,-12.3,-1.3,-0.1,0.2,-3.2,-4.7,-2.3
2015,1,86,"Wisconsin","Coastal Carolina",72,16,14,0,"Wisconsin-Coastal Carolina",24.6,-9.4,0.434,4.8,0,-5.1,-1.1,-2.7,-4.3,-2.7,-12.6,6.7,-1.1,0.6,3.7,-4.8,16.4
2015,2,93,"Arizona","Texas Southern",72,15,21,0,"Arizona-Texas Southern",15.6,-21.2,0.633,4,-4.2,-3.2,1.9,0.7,-12.2,0.3,4.2,3.3,-5.8,3.8,-0.9,3,13.5
2015,3,56,"Baylor","Georgia St.",57,14,-1,1,"Baylor-Georgia St.",6.8,-5.3,0.151,-2.2,0,3.8,-3.9,11.9,-3.3,0.9,-7.7,-7.3,3.3,6,-3.3,-1.1,8
2015,4,67,"North Carolina","Harvard",65,13,2,0,"North Carolina-Harvard",17.2,-2.4,0.245,4.5,-1.2,-0.2,-2.4,7.6,2.8,-3.7,4.9,5.4,1.1,1.5,-4,8.3,7.8
2015,5,56,"Arkansas","Wofford",53,12,3,0,"Arkansas-Wofford",10.9,-0.8,0.215,-1.1,1.3,-0.3,2.3,6.3,6.9,-0.3,2.4,-0.3,-1.1,-1.9,4.3,8.7,3.7
2015,6,76,"Xavier","Mississippi",57,11,19,0,"Xavier-Mississippi",3.5,-4.1,0.101,5.5,2.4,1.6,0.1,-3.5,-4.1,2.4,-7.9,6.9,5.3,1.9,-1.2,-1.1,1.8
2015,7,72,"VCU","Ohio St.",75,10,-3,1,"VCU-Ohio St.",-5.5,0.9,-0.073,-5.5,3.1,-1.3,1.9,-1.7,-1.4,2.6,10,-6.7,3.1,-2.7,2.3,0.9,0.5
2015,8,79,"Oregon","Oklahoma St.",73,9,6,0,"Oregon-Oklahoma St.",3.6,3.7,-0.009,2.1,1.5,-1.6,-4.4,3.3,-1.1,-9.9,-6.7,1.6,3,2.3,-1.2,2.9,2.8
2015,1,93,"Villanova","Lafayette",52,16,41,0,"Villanova-Lafayette",12.1,-23.4,0.582,-0.5,-8,-0.8,4.8,4.8,-3.3,11.4,2.9,0.2,-6.2,-1.9,-7.5,-0.4,18.4
2015,2,79,"Virginia","Belmont",67,15,12,0,"Virginia-Belmont",3.4,-22.7,0.415,-5.9,-9,-4.6,-0.6,5.4,-5.4,2.7,0.4,-6.7,-11.1,-2.5,-3.5,-9.2,14.7
2015,3,69,"Oklahoma","Albany",60,14,9,0,"Oklahoma-Albany",6.7,-13.7,0.36,-0.6,-5.5,-1.2,-0.4,-1.1,5.4,-6.2,-2,0.3,-4,-1.5,-4.5,6.2,7.8
2015,4,57,"Louisville","UC Irvine",55,13,2,0,"Louisville-UC Irvine",4.3,-9.4,0.209,-3,-0.7,-1,4.1,4.7,0.1,8.5,-2,0.6,0.9,-7.5,-3.3,1.7,10.4
2015,5,71,"Northern Iowa","Wyoming",54,12,17,0,"Northern Iowa-Wyoming",13.3,-5.2,0.311,3.7,-1.4,-1,1.3,5,-0.1,-0.6,0,-1.1,0,7.2,-2.8,-0.7,6.9
2015,6,53,"Providence","Dayton",66,11,-13,1,"Providence-Dayton",4.6,-0.8,0.076,-4.5,0.9,0.2,-1.4,11.9,0.6,-7.4,8.7,-3.7,0.6,-4.3,0.8,1.9,2.9
2015,7,70,"Michigan St.","Georgia",63,10,7,0,"Michigan St.-Georgia",8.7,0,0.085,4.7,0.5,-1.7,-0.2,1.3,-1.5,-15,4.7,3.6,0.6,4.3,0.3,-0.9,1.4
2015,8,66,"North Carolina St.","LSU",65,9,1,0,"North Carolina St.-LSU",6.3,4,0.021,-1,0.9,-4.2,-4.2,0,-2.7,1.8,5.3,-2.8,-0.3,1.7,2.1,-5.4,0.6
2015,1,85,"Duke","Robert Morris",56,16,29,0,"Duke-Robert Morris",24.5,-12.7,0.548,6.5,-2.8,-3.5,-3.2,4.8,-5.7,4.3,-13.7,8.5,-2,1.2,-2.7,0.4,19.3
2015,2,86,"Gonzaga","North Dakota St.",76,15,10,0,"Gonzaga-North Dakota St.",19.4,-7.6,0.446,8.2,-3.9,0.1,0.6,7.8,4.3,3,-0.2,11.5,-3,1.8,-3.2,3.7,11.7
2015,3,59,"Iowa St.","UAB",60,14,-1,1,"Iowa St.-UAB",14.2,-4.5,0.338,6.7,0,-4.3,-1.2,-5.9,-3.5,0.8,-9.6,7.7,-2.2,3,2.8,4.5,14.5
2015,4,84,"Georgetown","Eastern Washington",74,13,10,0,"Georgetown-Eastern Washington",2.5,-14.1,0.33,-3.8,-5.2,3.3,2.4,5,0.3,8.7,8.1,-1.7,-6.1,-4,-2.5,-3.9,6.3
2015,5,57,"Utah","Stephen F. Austin",50,12,7,0,"Utah-Stephen F. Austin",3.9,-10.1,0.159,-0.4,-6,-2.1,-6.2,-6.3,-1.2,1.5,-14.8,-3.1,-6.9,2.8,-2.5,-5,2.5
2015,6,59,"SMU","UCLA",60,11,-1,1,"SMU-UCLA",-0.7,-2,0.021,2.5,-2.8,1.9,2.4,2.8,0.6,8.1,-1.1,3.9,-2.5,-0.5,-2.9,-3.2,3.1
2015,7,83,"Iowa","Davidson",52,10,31,0,"Iowa-Davidson",-4.3,-10.2,0.078,-7.3,-3.7,3,1.9,6,-0.1,9.5,-5.5,-5.8,-7.7,-5.4,2.6,-2.6,0.4
2015,8,76,"San Diego St.","St. John's",64,9,12,0,"San Diego St.-St. John's",-7.5,-7.2,0.012,-2.7,-2.9,2.9,1.6,8.1,-5.7,0.5,-7.6,-2.3,-2.6,-2.5,-2,-5.8,-1
2015,1,64,"Kentucky","Cincinnati",51,8,13,0,"Kentucky-Cincinnati",13.8,-8.3,0.146,2,-4.5,-4.7,1.4,2.2,-0.5,6.8,5.6,1.6,-3.1,2,-4.8,3.2,14.4
2015,2,65,"Kansas","Wichita St.",78,7,-13,1,"Kansas-Wichita St.",-0.7,-0.9,0.003,-0.9,-1.2,4.2,-3.8,0.4,4.2,6.4,-2.8,-2.5,0.8,2.5,-3.8,4.6,4.8
2015,3,67,"Notre Dame","Butler",64,6,3,0,"Notre Dame-Butler",16.8,10,0.029,9.9,1.2,-2.5,-2.2,-6.8,6.9,-4.1,-9.3,11.9,0.3,3.4,1.9,0,5.1
2015,4,59,"Maryland","West Virginia",69,5,-10,1,"Maryland-West Virginia",-0.1,0.7,-0.011,5.1,-7.2,0.2,-10.8,-11.2,-0.6,4.1,-27.4,2.5,-7.7,6,-4.7,-4.1,2.8
2015,1,72,"Wisconsin","Oregon",65,8,7,0,"Wisconsin-Oregon",4.6,-4.1,0.072,-0.2,-1.9,-3.4,-3.6,-4.1,-4.5,-1.1,-20.7,0.3,-3.5,-1.3,1.7,-5.4,5.3
2015,1,72,"Wisconsin","Oregon",65,8,7,0,"Wisconsin-Oregon",14.8,-5.5,0.138,2.5,-0.3,-4.5,-0.9,1.9,-7.8,7.1,-13,4,-2.4,-0.4,4.3,-7.6,8.3
2015,1,72,"Wisconsin","Oregon",65,8,7,0,"Wisconsin-Oregon",0.1,-3.1,0.04,-0.9,-1.2,-3.2,-3.7,-5.1,-2.3,-2.1,-8.1,-1.9,-4.7,0.8,2.5,-0.4,7.4
2015,2,73,"Arizona","Ohio St.",58,10,15,0,"Arizona-Ohio St.",3.6,-6.2,0.06,-0.7,-1.3,-0.5,-1,1,-9.6,12.4,9.5,-0.3,-2.5,-1,1.3,0.4,6.5
2015,14,67,"Georgia St.","Xavier",75,6,-8,1,"Georgia St.-Xavier",-6.2,2.9,-0.125,-1.3,-4.2,-1.8,4.4,-1.3,7.5,-0.8,6.5,-0.3,-5.8,-2.9,-1.5,-2.3,-4.3
2015,4,87,"North Carolina","Arkansas",78,5,9,0,"North Carolina-Arkansas",6.4,-3.5,0.081,1.6,-2.9,1.3,-4.6,4.3,-3.4,-2.1,-1,2.1,-0.6,0.9,-5.2,0,2.6
2015,4,87,"North Carolina","Arkansas",78,5,9,0,"North Carolina-Arkansas",6.1,-8.3,0.128,0.3,0.3,-0.4,0.1,9.4,-9.2,-3.8,-7.5,1,-0.4,-1,0.7,1.8,4.5
2015,1,68,"Villanova","North Carolina St.",71,8,-3,1,"Villanova-North Carolina St.",7.8,-5.7,0.098,6,0,0.3,6.7,-1.4,1,6.5,-4.3,5.7,1.7,3.3,-2.5,0,10.2
2015,2,54,"Virginia","Michigan St.",60,7,-6,1,"Virginia-Michigan St.",-5,-5.8,0.013,-3.7,-1.6,-0.9,0.7,1,-1.7,8.3,-7.8,-3.1,-1.4,-2.3,-0.9,-5,1.3
2015,2,54,"Virginia","Michigan St.",60,7,-6,1,"Virginia-Michigan St.",-4.2,-8.5,0.032,-2.6,-2.6,-1.8,1.4,0.8,-2.8,2.2,-10.4,-1.1,-3.7,-3.3,-0.7,-5.5,7
2015,3,72,"Oklahoma","Dayton",66,11,6,0,"Oklahoma-Dayton",4.6,-6,0.129,-3.6,-3.2,-0.3,-1.4,8.2,3,-15.3,-2.2,-4.4,-4.3,-1.3,-0.8,3.7,3.7
2015,4,66,"Louisville","Northern Iowa",53,5,13,0,"Louisville-Northern Iowa",-6,-5.6,0.006,-8.2,-1.6,-0.6,2.1,7.7,3.9,-1.1,6.3,-4.9,-0.7,-9.1,-1.8,7.1,0.5
2015,1,68,"Duke","San Diego St.",49,8,19,0,"Duke-San Diego St.",22.1,3.1,0.107,10,3,-2.3,-2.5,0.1,0.5,3.6,-1.8,10,4,6.7,0.8,5.2,9.4
2015,2,87,"Gonzaga","Iowa",68,7,19,0,"Gonzaga-Iowa",6.2,1.1,0.029,9.8,-1.4,-1,-1.8,-1.7,-2.3,0.7,1.4,9.7,-1.7,6.7,0.4,0.6,5.7
2015,14,75,"UAB","UCLA",92,11,-17,1,"UAB-UCLA",-9.1,3.5,-0.27,-2,-0.9,2.5,1.8,0.4,4.5,0,1.3,-0.8,2,-3.6,-3.7,-1.5,-7.5
2015,4,64,"Georgetown","Utah",75,5,-11,1,"Georgetown-Utah",-2.3,4.8,-0.057,-3.9,4.1,1,1.9,3,2.6,0.5,9.8,-1.8,1.7,-4.8,5,3.2,0
2015,1,78,"Kentucky","West Virginia",39,5,39,0,"Kentucky-West Virginia",10,-9.3,0.111,5.4,-13.1,-2.4,-6.7,-0.6,0.7,3.5,-23.8,5.7,-12.7,3.3,-9.4,-5.1,9
2015,7,70,"Wichita St.","Notre Dame",81,3,-11,1,"Wichita St.-Notre Dame",-11,-7.1,-0.012,-8,-2.1,0.5,4,6.6,-4.8,-0.5,12.5,-9.3,-4.8,-3.6,2.7,-1.3,-4.4
2015,1,79,"Wisconsin","North Carolina",72,4,7,0,"Wisconsin-North Carolina",9.5,1.1,0.025,3.2,2.3,-5.8,-1.9,-7.9,-7.5,1,-15.4,3.9,-0.9,0.7,7.5,-10.6,4.8
2015,1,79,"Wisconsin","North Carolina",72,4,7,0,"Wisconsin-North Carolina",2.5,-1.2,0.039,0.9,-0.8,-7,-1.5,-17.5,-1.2,-8,1.4,-2.6,0.3,4.3,-1.4,-6.8,-0.1
2015,2,68,"Arizona","Xavier",60,6,8,0,"Arizona-Xavier",1.8,-8.2,0.065,0.2,-4.9,-1.6,1.8,3.2,-4.9,8.6,4,-0.4,-6.2,0.9,-1.1,1.2,7.7
2015,2,68,"Arizona","Xavier",60,6,8,0,"Arizona-Xavier",2,-2.3,0.044,1.8,-3.9,-1.8,-0.1,-1.3,0.5,-0.6,-4.8,-0.5,-4.1,4.5,-2.4,-1.3,6.3
2015,8,65,"North Carolina St.","Louisville",75,4,-10,1,"North Carolina St.-Louisville",4.7,9.4,-0.061,1.6,1.5,-1.2,-6.4,-0.8,-0.6,-3.4,1.4,-1.1,0.3,4.9,2.7,-0.9,-4.7
2015,7,62,"Michigan St.","Oklahoma",58,3,4,0,"Michigan St.-Oklahoma",4.7,4.1,-0.002,3.9,0.8,-0.1,-3.2,2,-4.4,-0.1,10.6,2.6,1.6,4.2,-0.2,-3.6,-1.5
2015,1,63,"Duke","Utah",57,5,6,0,"Duke-Utah",10.3,1.9,0.025,1.4,3.5,-1.9,0.3,4.5,1.8,-3.6,-10.4,3.6,4.9,-1.4,0.2,5,7
2015,2,74,"Gonzaga","UCLA",62,11,12,0,"Gonzaga-UCLA",8.4,-3.5,0.107,8.3,-4.3,-1.5,-0.8,0.1,-0.6,3,-1.8,9.6,-3.4,3.2,-2.6,-1.6,7.8
2015,2,74,"Gonzaga","UCLA",62,11,12,0,"Gonzaga-UCLA",13.1,-7.7,0.144,9,-3.2,-0.5,2.7,0,-1,4.1,-2.1,13.4,-2.6,-0.2,-2.6,9.9,7.5
2015,1,68,"Kentucky","Notre Dame",66,3,2,0,"Kentucky-Notre Dame",-5,-14.6,0.044,-6.8,-8.3,1.8,4,11.6,-0.4,7.2,7.6,-7,-8.3,-4.1,-5.5,-0.4,4.5
2015,1,85,"Wisconsin","Arizona",78,2,7,0,"Wisconsin-Arizona",11.6,6.7,0.006,1.3,2.6,-4.1,-4.8,-2.4,1.3,-10.9,-14.9,1.5,2,0.5,4,-7.4,2.3
2015,4,70,"Louisville","Michigan St.",76,7,-6,1,"Louisville-Michigan St.",-6.9,-5.2,-0.004,-5.5,-0.9,-0.3,4.8,1.2,3.8,6,-5.7,-2.4,-0.5,-7.8,-1.2,1.7,2.8
2015,1,66,"Duke","Gonzaga",52,2,14,0,"Duke-Gonzaga",5,-2.5,0.027,-1.3,2.3,0.2,1.5,1.9,2.2,1.1,-6.6,-1.1,4.3,-1.3,-1.6,1.2,2.9
2015,1,64,"Kentucky","Wisconsin",71,1,-7,1,"Kentucky-Wisconsin",-8.8,-9.6,0.008,-3.3,-8.1,3.9,5.5,7.4,8.1,7.7,9.3,-3.6,-5.6,-1.6,-10.4,4.2,1.8
2015,7,61,"Michigan St.","Duke",81,1,-20,1,"Michigan St.-Duke",-8.9,2,-0.044,-3.4,-1.6,1.2,-2.1,-2.3,-3.2,-7.1,15.1,-5.1,-2.5,-0.2,0.1,-2.5,-7.7
2015,1,63,"Wisconsin","Duke",68,1,-5,1,"Wisconsin-Duke",3.9,3,-0.001,-1.8,1.2,-3.9,-2.8,-3.7,-6.5,-3.6,-1.5,-1.1,-1.6,-2.2,6.1,-7.1,0.6
2016,1,105,"Kansas","Austin Peay",79,16,26,0,"Kansas-Austin Peay",17.5,-18.7,0.616,4.4,-8.7,-2.4,-0.1,0.3,-2.1,-8.4,6,1.7,-9.9,6.6,-3.9,-0.4,22.9
2016,2,86,"Villanova","UNC Asheville",56,15,30,0,"Villanova-UNC Asheville",21.9,-8.5,0.422,6.5,-2.6,-2.3,-1.6,-3.4,0.1,-7.7,-3,7.2,-8,4.1,4.3,-4.3,15.2
2016,3,79,"Miami FL","Buffalo",72,14,7,0,"Miami FL-Buffalo",14.3,-5.9,0.346,4.6,-1.5,-2.3,-0.3,-1.7,0.8,-0.9,-8.7,4.2,-1.9,3.8,0.1,-5.9,12.7
2016,4,66,"California","Hawaii",77,13,-11,1,"California-Hawaii",5.5,-2.2,0.106,0.3,-0.6,-0.4,-5.7,2,-1.1,-3.7,-2.7,-3,-3.3,4.1,4.7,-2.6,1.4
2016,5,79,"Maryland","South Dakota St.",74,12,5,0,"Maryland-South Dakota St.",4.4,-4.8,0.147,3.9,-1.5,1.8,-0.8,-3.3,4.4,-3.2,-13.2,6.1,-1.6,0.1,-1.2,-1.3,5.2
2016,6,55,"Arizona","Wichita St.",65,11,-10,1,"Arizona-Wichita St.",5.8,7.9,-0.03,4.7,1.5,3.5,-7.2,3.3,1.3,6.4,-16.1,3,3.6,5.8,-1.1,2.3,3.2
2016,7,72,"Iowa","Temple",70,10,2,0,"Iowa-Temple",8.1,-1.6,0.153,4.3,1.6,1,2.6,2.8,1.6,6.4,-3.7,3.8,2.4,3.7,0.1,3.3,2.1
2016,8,67,"Colorado","Connecticut",74,9,-7,1,"Colorado-Connecticut",-2.7,1.8,-0.066,-3.1,2.3,2.5,-2.8,6.2,-4.3,10.9,0.3,-6,2.3,2.1,2.7,3,-0.5
2016,1,91,"Oregon","Holy Cross",52,16,39,0,"Oregon-Holy Cross",21.7,-10.7,0.676,4.4,-4.3,-0.7,0.6,11,0.9,4.2,-1.4,5.4,-6.7,1.8,0.5,4.4,21.2
2016,2,82,"Oklahoma","Cal St. Bakersfield",68,15,14,0,"Oklahoma-Cal St. Bakersfield",14.8,-1.6,0.222,5,2,0.1,-3.8,-2.9,0.8,-5,-13.8,-0.3,2.5,7.9,0.3,2.4,11.5
2016,3,92,"Texas A&M","Green Bay",65,14,27,0,"Texas A&M-Green Bay",6.1,-12,0.34,1.4,-4.1,1.6,-0.4,3.9,-2.8,-4.1,-3.5,2.8,-4.4,-0.9,-3,-8.9,9.7
2016,4,93,"Duke","UNC Wilmington",85,13,8,0,"Duke-UNC Wilmington",11.7,-2,0.194,2.5,2,-1.6,-2.5,1.1,4.6,5,-29.9,0,2.8,4.1,0.1,-2.6,4.9
2016,5,75,"Baylor","Yale",79,12,-4,1,"Baylor-Yale",10.2,3.6,0.072,-0.6,4.5,-1.3,2,0.7,4.5,-3.1,5.3,-1.6,3.6,1.4,4.2,0.6,3.6
2016,6,72,"Texas","Northern Iowa",75,11,-3,1,"Texas-Northern Iowa",2.5,-1.1,0.052,-3.8,-1,0.2,0,13,4.6,5.4,13.6,-2.8,-3.1,-3.1,2.1,2.6,5.3
2016,7,67,"Oregon St.","VCU",75,10,-8,1,"Oregon St.-VCU",-2.2,3.9,-0.093,-1.2,0.3,0.3,-1.9,-4.2,4.5,4.6,2.5,-3.2,1.4,2.2,-1.3,-2.3,0.4
2016,8,78,"Saint Joseph's","Cincinnati",76,9,2,0,"Saint Joseph's-Cincinnati",4.2,4.1,-0.006,1.9,2.5,-2,-4.2,-8.4,-4.8,4.2,-2,4.6,7.9,-2.1,-4.6,4.9,3.1
2016,1,83,"North Carolina","Florida Gulf Coast",67,16,16,0,"North Carolina-Florida Gulf Coast",20.4,-7.5,0.44,1.1,0.4,-1.8,2.3,9,2.5,-5,-4.9,2.4,-3.7,-1.5,5,3.7,17
2016,2,71,"Xavier","Weber St.",53,15,18,0,"Xavier-Weber St.",15.3,-5.2,0.363,-3.1,0.4,-2.2,3.7,9.3,0.4,-4,5.5,-5.5,3.4,0.8,-4.5,4.7,11.4
2016,3,56,"West Virginia","Stephen F. Austin",70,14,-14,1,"West Virginia-Stephen F. Austin",4.5,-6.1,0.116,-5,-1.1,2.3,-0.9,8.5,-3.6,11.9,15.1,-4.2,-2,-4.4,0.3,2.7,8.6
2016,4,85,"Kentucky","Stony Brook",57,13,28,0,"Kentucky-Stony Brook",18.6,-4.1,0.304,1.3,-3.1,-1.1,-0.4,2.7,5.9,5.6,13.2,2.2,-3.1,-0.6,-1.5,0.4,6.1
2016,5,99,"Indiana","Chattanooga",74,12,25,0,"Indiana-Chattanooga",15.7,-2.4,0.288,7,-0.7,1.6,-1.3,4.9,0.2,-7.7,-0.7,5.4,-1.5,6,0.6,2.2,2.8
2016,6,70,"Notre Dame","Michigan",63,11,7,0,"Notre Dame-Michigan",4.9,3.9,0.007,-0.5,-1.9,0.8,-3.1,7.9,5.7,5.1,-1,0.3,-4.6,-0.6,2.2,-0.8,1.5
2016,7,47,"Wisconsin","Pittsburgh",43,10,4,0,"Wisconsin-Pittsburgh",-5.1,-3.4,-0.015,-2.6,-1.9,-0.4,1.7,-3.8,0.2,1.9,1.2,-3.8,-3.6,-0.1,2,-2.2,-1.4
2016,8,69,"USC","Providence",70,9,-1,1,"USC-Providence",5,3.3,0.016,4.2,-2,0.5,-3.9,1.7,1.3,-2.2,0.3,1.4,-3.2,6.6,0.2,2.8,-3.2
2016,1,81,"Virginia","Hampton",45,16,36,0,"Virginia-Hampton",21.7,-16.5,0.698,8.1,-0.2,-3.6,2.1,-4.6,-2,-9.2,-2.3,5.3,-1.2,9.8,0.9,-10,14.9
2016,2,81,"Michigan St.","Middle Tennessee",90,15,-9,1,"Michigan St.-Middle Tennessee",18.6,-3.5,0.32,4.6,-6.1,0.5,-5.2,8.4,-1.4,-4.9,-8.3,3.6,-6.3,4.2,-3.7,-0.9,10.4
2016,3,80,"Utah","Fresno St.",69,14,11,0,"Utah-Fresno St.",9.5,-2.8,0.216,6.7,-0.8,3.1,-5.7,-0.8,-1.9,0.2,-23.4,8.5,-3.9,1.9,4.1,-2.9,6.5
2016,4,94,"Iowa St.","Iona",81,13,13,0,"Iowa St.-Iona",12.3,-3.5,0.234,3.3,1,-1.9,-2.4,-3,-0.9,-6.3,-11.4,4.2,3.5,1.7,-2.3,-0.3,7.2
2016,5,83,"Purdue","Arkansas Little Rock",85,12,-2,1,"Purdue-Arkansas Little Rock",9.6,-3.3,0.158,1.7,-1.6,2.1,-7.3,8.3,-6.1,3.9,-10.2,3.9,-2.8,-1.5,0.5,5.1,2.3
2016,6,52,"Seton Hall","Gonzaga",68,11,-16,1,"Seton Hall-Gonzaga",-6.6,-3.1,-0.022,-5.4,0.6,2.3,4.4,2.6,4.8,6,5.7,-5.5,-0.1,-3.1,1.4,2.2,3.2
2016,7,51,"Dayton","Syracuse",70,10,-19,1,"Dayton-Syracuse",-6.4,-1,-0.067,1.6,-0.4,0.5,-2.4,-4.8,-11.1,5.4,4.8,4.3,-4.4,-1.6,4.2,3,2.7
2016,8,61,"Texas Tech","Butler",71,9,-10,1,"Texas Tech-Butler",-5.1,0.3,-0.067,-2.6,-0.1,3.3,0.4,-0.9,4.8,2.9,-2.9,-0.7,-1.9,-4.7,1.8,-2,-0.7
