"Year","Seed1","Score1","Team1","Team2","Score2","Seed2","ScoreDiff","Upset","ID"
2013,9,70,"Wichita St.","Ohio St.",66,2,4,1,"Wichita St.-Ohio St."
2013,4,79,"Michigan","Florida",59,3,20,1,"Michigan-Florida"
2013,4,55,"Syracuse","Marquette",39,3,16,1,"Syracuse-Marquette"
2013,1,72,"Louisville","Wichita St.",68,9,4,0,"Louisville-Wichita St."
2013,4,61,"Michigan","Syracuse",56,4,5,0,"Michigan-Syracuse"
2013,1,82,"Louisville","Michigan",76,4,6,0,"Louisville-Michigan"
2014,1,67,"Florida","Albany",55,16,12,0,"Florida-Albany"
2014,2,80,"Kansas","Eastern Kentucky",69,15,11,0,"Kansas-Eastern Kentucky"
2014,3,77,"Syracuse","Western Michigan",53,14,24,0,"Syracuse-Western Michigan"
2014,4,76,"UCLA","Tulsa",59,13,17,0,"UCLA-Tulsa"
2014,5,75,"VCU","Stephen F. Austin",77,12,-2,0,"VCU-Stephen F. Austin"
2014,6,59,"Ohio St.","Dayton",60,11,-1,0,"Ohio St.-Dayton"
2014,7,53,"New Mexico","Stanford",58,10,-5,0,"New Mexico-Stanford"
2014,8,48,"Colorado","Pittsburgh",77,9,-29,0,"Colorado-Pittsburgh"
2014,1,70,"Virginia","Coastal Carolina",59,16,11,0,"Virginia-Coastal Carolina"
2014,2,73,"Villanova","Milwaukee",53,15,20,0,"Villanova-Milwaukee"
2014,3,93,"Iowa St.","North Carolina Central",75,14,18,0,"Iowa St.-North Carolina Central"
2014,4,93,"Michigan St.","Delaware",78,13,15,0,"Michigan St.-Delaware"
2014,5,57,"Cincinnati","Harvard",61,12,-4,0,"Cincinnati-Harvard"
2014,6,79,"North Carolina","Providence",77,11,2,0,"North Carolina-Providence"
2014,7,89,"Connecticut","Saint Joseph's",81,10,8,0,"Connecticut-Saint Joseph's"
2014,8,71,"Memphis","George Washington",66,9,5,0,"Memphis-George Washington"
2014,1,88,"Arizona","Weber St.",59,16,29,0,"Arizona-Weber St."
2014,2,75,"Wisconsin","American",35,15,40,0,"Wisconsin-American"
2014,3,76,"Creighton","Louisiana Lafayette",66,14,10,0,"Creighton-Louisiana Lafayette"
2014,4,73,"San Diego St.","New Mexico St.",69,13,4,0,"San Diego St.-New Mexico St."
2014,5,75,"Oklahoma","North Dakota St.",80,12,-5,0,"Oklahoma-North Dakota St."
2014,6,74,"Baylor","Nebraska",60,11,14,0,"Baylor-Nebraska"
2014,7,87,"Oregon","BYU",68,10,19,0,"Oregon-BYU"
2014,8,85,"Gonzaga","Oklahoma St.",77,9,8,0,"Gonzaga-Oklahoma St."
2014,1,64,"Wichita St.","Cal Poly",37,16,27,0,"Wichita St.-Cal Poly"
2014,2,57,"Michigan","Wofford",40,15,17,0,"Michigan-Wofford"
2014,3,71,"Duke","Mercer",78,14,-7,0,"Duke-Mercer"
2014,4,71,"Louisville","Manhattan",64,13,7,0,"Louisville-Manhattan"
2014,5,83,"Saint Louis","North Carolina St.",80,12,3,0,"Saint Louis-North Carolina St."
2014,6,67,"Massachusetts","Tennessee",86,11,-19,0,"Massachusetts-Tennessee"
2014,7,87,"Texas","Arizona St.",85,10,2,0,"Texas-Arizona St."
2014,8,56,"Kentucky","Kansas St.",49,9,7,0,"Kentucky-Kansas St."
2014,1,61,"Florida","Pittsburgh",45,9,16,0,"Florida-Pittsburgh"
2014,2,57,"Kansas","Stanford",60,10,-3,0,"Kansas-Stanford"
2014,3,53,"Syracuse","Dayton",55,11,-2,0,"Syracuse-Dayton"
2014,4,77,"UCLA","Stephen F. Austin",60,12,17,0,"UCLA-Stephen F. Austin"
2014,1,78,"Virginia","Memphis",60,8,18,0,"Virginia-Memphis"
2014,2,65,"Villanova","Connecticut",77,7,-12,0,"Villanova-Connecticut"
2014,3,85,"Iowa St.","North Carolina",83,6,2,0,"Iowa St.-North Carolina"
2014,4,80,"Michigan St.","Harvard",73,12,7,0,"Michigan St.-Harvard"
2014,1,84,"Arizona","Gonzaga",81,8,3,0,"Arizona-Gonzaga"
2014,2,85,"Wisconsin","Oregon",77,7,8,0,"Wisconsin-Oregon"
2014,3,55,"Creighton","Baylor",85,6,-30,0,"Creighton-Baylor"
2014,4,63,"San Diego St.","North Dakota St.",44,12,19,0,"San Diego St.-North Dakota St."
2014,1,76,"Wichita St.","Kentucky",78,8,-2,0,"Wichita St.-Kentucky"
2014,2,79,"Michigan","Texas",65,7,14,0,"Michigan-Texas"
2014,14,63,"Mercer","Tennessee",83,11,-20,1,"Mercer-Tennessee"
2014,4,66,"Louisville","Saint Louis",51,5,15,0,"Louisville-Saint Louis"
2014,1,79,"Florida","UCLA",68,4,11,0,"Florida-UCLA"
2014,10,72,"Stanford","Dayton",82,11,-10,0,"Stanford-Dayton"
2014,1,59,"Virginia","Michigan St.",61,4,-2,0,"Virginia-Michigan St."
2014,7,81,"Connecticut","Iowa St.",76,3,5,1,"Connecticut-Iowa St."
2014,1,70,"Arizona","San Diego St.",64,4,6,0,"Arizona-San Diego St."
2014,2,69,"Wisconsin","Baylor",52,6,17,0,"Wisconsin-Baylor"
2014,8,74,"Kentucky","Louisville",69,4,5,1,"Kentucky-Louisville"
2014,2,73,"Michigan","Tennessee",71,11,2,0,"Michigan-Tennessee"
2014,1,62,"Florida","Dayton",52,11,10,0,"Florida-Dayton"
2014,4,54,"Michigan St.","Connecticut",60,7,-6,0,"Michigan St.-Connecticut"
2014,1,63,"Arizona","Wisconsin",64,2,-1,0,"Arizona-Wisconsin"
2014,8,75,"Kentucky","Michigan",72,2,3,1,"Kentucky-Michigan"
2014,1,53,"Florida","Connecticut",63,7,-10,0,"Florida-Connecticut"
2014,2,73,"Wisconsin","Kentucky",74,8,-1,0,"Wisconsin-Kentucky"
2014,7,60,"Connecticut","Kentucky",54,8,6,0,"Connecticut-Kentucky"
2015,1,79,"Kentucky","Hampton",56,16,23,0,"Kentucky-Hampton"
2015,2,75,"Kansas","New Mexico St.",56,15,19,0,"Kansas-New Mexico St."
2015,3,69,"Notre Dame","Northeastern",65,14,4,0,"Notre Dame-Northeastern"
2015,4,65,"Maryland","Valparaiso",62,13,3,0,"Maryland-Valparaiso"
2015,5,68,"West Virginia","Buffalo",62,12,6,0,"West Virginia-Buffalo"
2015,6,56,"Butler","Texas",48,11,8,0,"Butler-Texas"
2015,7,81,"Wichita St.","Indiana",76,10,5,0,"Wichita St.-Indiana"
2015,8,66,"Cincinnati","Purdue",65,9,1,0,"Cincinnati-Purdue"
2015,1,86,"Wisconsin","Coastal Carolina",72,16,14,0,"Wisconsin-Coastal Carolina"
2015,2,93,"Arizona","Texas Southern",72,15,21,0,"Arizona-Texas Southern"
2015,3,56,"Baylor","Georgia St.",57,14,-1,0,"Baylor-Georgia St."
2015,4,67,"North Carolina","Harvard",65,13,2,0,"North Carolina-Harvard"
2015,5,56,"Arkansas","Wofford",53,12,3,0,"Arkansas-Wofford"
2015,6,76,"Xavier","Mississippi",57,11,19,0,"Xavier-Mississippi"
2015,7,72,"VCU","Ohio St.",75,10,-3,0,"VCU-Ohio St."
2015,8,79,"Oregon","Oklahoma St.",73,9,6,0,"Oregon-Oklahoma St."
2015,1,93,"Villanova","Lafayette",52,16,41,0,"Villanova-Lafayette"
2015,2,79,"Virginia","Belmont",67,15,12,0,"Virginia-Belmont"
2015,3,69,"Oklahoma","Albany",60,14,9,0,"Oklahoma-Albany"
2015,4,57,"Louisville","UC Irvine",55,13,2,0,"Louisville-UC Irvine"
2015,5,71,"Northern Iowa","Wyoming",54,12,17,0,"Northern Iowa-Wyoming"
2015,6,53,"Providence","Dayton",66,11,-13,0,"Providence-Dayton"
2015,7,70,"Michigan St.","Georgia",63,10,7,0,"Michigan St.-Georgia"
2015,8,66,"North Carolina St.","LSU",65,9,1,0,"North Carolina St.-LSU"
2015,1,85,"Duke","Robert Morris",56,16,29,0,"Duke-Robert Morris"
2015,2,86,"Gonzaga","North Dakota St.",76,15,10,0,"Gonzaga-North Dakota St."
2015,3,59,"Iowa St.","UAB",60,14,-1,0,"Iowa St.-UAB"
2015,4,84,"Georgetown","Eastern Washington",74,13,10,0,"Georgetown-Eastern Washington"
2015,5,57,"Utah","Stephen F. Austin",50,12,7,0,"Utah-Stephen F. Austin"
2015,6,59,"SMU","UCLA",60,11,-1,0,"SMU-UCLA"
2015,7,83,"Iowa","Davidson",52,10,31,0,"Iowa-Davidson"
2015,8,76,"San Diego St.","St. John's",64,9,12,0,"San Diego St.-St. John's"
2015,1,64,"Kentucky","Cincinnati",51,8,13,0,"Kentucky-Cincinnati"
